Unnamed: 0,title,content,source,url
12,“Lòng tôi là cây khế...”,"Lòng tôi là cây khế
Em là chim về chơi
Vàng kia em chẳng trả
Chỉ nhả hạt xuống thôi
Hạt rớt xuống thành cây
Cây cũng toàn cây khế
Từ khi em đi rồi
Vườn tôi thành lặng lẽ
Biết bao giờ trở lại
Cánh chim em ngày nào
Lòng tôi hoa khế rụng
Xuống nỗi buồn nôn nao...","Nguồn: Nguyễn Nhật Ánh, Mắt biếc, NXB Trẻ, 2004",https://www.thivien.net/Nguy%E1%BB%85n-Nh%E1%BA%ADt-%C3%81nh/L%C3%B2ng-t%C3%B4i-l%C3%A0-c%C3%A2y-kh%E1%BA%BF/poem-piaOE_aXABBrdEkka4gaag
13,“Mong bạn hoài nghi tôi”,"Mong bạn hoài nghi tôi
Cho tôi tin cậy bạn
Những lời đang vỗ cánh
Chưa chắc là đã bay!","Nguồn: Nguyễn Vũ Tiềm, Hoài nghi và tin cậy, NXB Hội nhà văn, 2004",https://www.thivien.net/Nguy%E1%BB%85n-V%C5%A9-Ti%E1%BB%81m/Mong-b%E1%BA%A1n-ho%C3%A0i-nghi-t%C3%B4i/poem-SXdUCYxChMCrzbKk2EdcLw
14,“Một đời người quá ngắn”,"Một đời người quá ngắn
Một ngày sao quá dài
Bao nhiêu Sao Hôm lặn
Chẳng mọc thành Sao Mai","8-1992

Nguồn: Nguyễn Sĩ Đại, Trái tim người lính (thơ), NXB Thanh niên, 1998",https://www.thivien.net/Nguy%E1%BB%85n-S%C4%A9-%C4%90%E1%BA%A1i/M%E1%BB%99t-%C4%91%E1%BB%9Di-ng%C6%B0%E1%BB%9Di-qu%C3%A1-ng%E1%BA%AFn/poem-3_1pIhihPm0StpgLBOxEIQ
15,“Ngoảnh mặt với bệ rồng”,"Ngoảnh mặt với bệ rồng
xua vàng khối bạc thẻ
dẫu đao phủ vung gươm
cũng đừng mong đổi ý

Nhưng gặp bạn tri âm
dù ngục tù cũng ở
người đẹp của muôn thuở
gần gũi và xa vời","Nguồn: Người thám hiểm thời gian (thơ), Nguyễn Vũ Tiềm, NXB Văn hoá, 1993",https://www.thivien.net/Nguy%E1%BB%85n-V%C5%A9-Ti%E1%BB%81m/Ngo%E1%BA%A3nh-m%E1%BA%B7t-v%E1%BB%9Bi-b%E1%BB%87-r%E1%BB%93ng/poem-WPWUR8J33_9m_c2jHvi_Ww
16,“Người ấy”,"""Người ấy"" xưa, gầy lắm
Mỏng mảnh khói sương buồn
Đôi mắt nhìn đăm đắm
Giấu một trời mưa tuôn

Cổng trường thời đi học
Tôi vẫn thường theo sau
Mười năm xa, mái tóc...
Còn vương hương thuở nào

""Người ấy"" không che nón
Mỗi khi tan học về
Không thích ai đưa đón
Dẫu đường dài lê thê

Ôi một thời ngây thơ
Khù khờ mà bướng bỉnh
Tôi lóng ngóng, lơ ngơ
Nhút nhát rồi...câm nín

Nên mùa chia tay ấy
Mặc phượng hồng lung linh
Và ve sầu trổi dậy
Tôi chỉ nhìn... lặng thinh

Bây giờ, ngồi tiếc nhớ
Ngày xanh - tuổi dại khờ
Ước chi đừng cách trở
""Người ấy"" về trong...mơ",Nguồn: blog của tác giả,https://www.thivien.net/%C4%90%E1%BB%97-Quang-Vinh/Ng%C6%B0%E1%BB%9Di-%E1%BA%A5y/poem-QhCdBKEHaOevyIqXvrZ_aw
17,“Nơi chính tâm cơn bão”,"Nơi chính tâm cơn bão
Dễ tìm được bình tâm","Nguồn: Nguyễn Vũ Tiềm, Hoài nghi và tin cậy, NXB Hội nhà văn, 2004",https://www.thivien.net/Nguy%E1%BB%85n-V%C5%A9-Ti%E1%BB%81m/N%C6%A1i-ch%C3%ADnh-t%C3%A2m-c%C6%A1n-b%C3%A3o/poem-cG1qCo8hwR0_vBQWjrFlWA
18,“Tâm kệ”,"Gội rửa sạch trần hồng
như hoa ướp trầm xông
nguyện mười phương pháp giới
bi, trí khắp dung thông


Mặc áo lễ

Thân mặc áo giải thoát
lìa tập nhiễm phù vân
nguyện chúng sinh mười cõi
lìa vọng huyễn, qui chân


Thắp nến

Thắp lửa vô lượng quang
sáng soi bảy cửa ngục
nguyện chúng sinh vô vàn
về chân thân: Huệ, Ðức


Ðốt trầm hương

Khơi lò thanh tịnh trầm
gió đưa mười cõi thơm
nguyện theo vô lượng Phật
cúng dường tri kiến hương


Dâng quả

Như trái dâng cúng Phật
kết hạt chắc Bồ Đề
nguyện chúng sinh sáu ngả
tinh tấn chuyển tham mê


Dâng hoa

Như hoa thơm cúng Phật
tam nghiệp: giới hương xông
nguyện khắp ba thời mộng
bừng mở tâm viên đồng


Thỉnh chuông

Ba hồi âm định lực
ngọn triều chuyển sóng cao
rung động đất mê vọng
rực chiếu mười cõi sao
cầu chi ba tạng sách
chuyển hóa sáu trần lao
nguyện mười phương thế giới
thể nhập ánh Phật hào


Cúng kinh

Tâm trụ pho Diệu kinh
lắng tan ba nghiệp vọng
nguyện khắp mười phương mộng
chan chứa Phật quang minh


Mở kinh

Tay mở trang kinh thơm
như bừng khai trí huệ
cầu chư Phật mười phương
sáng soi dòng pháp kệ


Khai mõ

Như thắng cương, buộc ngựa
ý thoát khỏi mê đường
nguyện mở bảy cửa ngục
cứu nhất thiết tai ương


Khép kinh (khi tụng xong)

Vừa khép pho nhật nguyệt
lòng tỏa ánh quang minh
nguyện nêu đuốc bất nhị
soi rọi khắp sinh linh


Cởi áo lễ

Nguyện lìa nhất thiết tướng
như bỏ bè qua sông
nguyện vào nhất thiết tướng
hóa chuyển ngục trần hồng","Nguồn: Phạm Thiên Thư, Suối nguồn vi diệu, NXB Văn nghệ, 2006",https://www.thivien.net/Ph%E1%BA%A1m-Thi%C3%AAn-Th%C6%B0/T%C3%A2m-k%E1%BB%87/poem-xBMOgwlu-MTuZ0LOVRL30g
19,“Thời gian như tiền bạc”,"Thời gian như tiền bạc
Anh sống qua một ngày
Thì có nghĩa ngày ấy
Không còn nữa từ nay

Thời gian như tiền bạc
Nhớ tiết kiệm từng đồng
Tiền bạc kiếm lại được
Còn thời gian thì không","Nguồn: Châm ngôn mới (thơ), Thái Bá Tân, NXB Lao động, 2013",https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Th%E1%BB%9Di-gian-nh%C6%B0-ti%E1%BB%81n-b%E1%BA%A1c/poem-5Tb-B8IDQD0gVEmW87hRUw
20,“Tuổi tên...”,"Tuổi tên phơi phía trước
hoạ phúc ẩn sau trang","Nguồn: Người thám hiểm thời gian (thơ), Nguyễn Vũ Tiềm, NXB Văn hoá, 1993",https://www.thivien.net/Nguy%E1%BB%85n-V%C5%A9-Ti%E1%BB%81m/Tu%E1%BB%95i-t%C3%AAn/poem-KRSvu2Y_jYRsmumGecAVNw
21,“Với những gì đang có”,"Với những gì đang có
Hãy cảm ơn đất trời
Rồi bạn có thể có
Nhiều hơn nữa trong đời

Chứ suốt ngày mong ước
Những gì đang trong mơ
Suốt đời bạn đau khổ
Không thấy đủ bao giờ","Nguồn: Châm ngôn mới (thơ), Thái Bá Tân, NXB Lao động, 2013",https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/V%E1%BB%9Bi-nh%E1%BB%AFng-g%C3%AC-%C4%91ang-c%C3%B3/poem-jImOkuDLzCJyRedC-trJ-Q
22,"“Với trẻ con, tốt nhất”","Với trẻ con, tốt nhất
Là không cho chúng tiền
Giúp làm bài, đi dạo
Đỡ tốn và đỡ phiền

Thật đẹp và ý nghĩa
Bố dắt con dạo chơi
Vừa đi vừa bày dạy
Để giúp con thành người","Nguồn: Châm ngôn mới (thơ), Thái Bá Tân, NXB Lao động, 2013",https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/V%E1%BB%9Bi-tr%E1%BA%BB-con-t%E1%BB%91t-nh%E1%BA%A5t/poem-1NOlA704_l0KXAlSWP4otg
23,#18,"Tiếng xe đùa qua ngõ
Cành nguyệt quế rùng mình
Hương tan trên dấu lặng
Giai điệu tròn lung linh.","Nguồn: Tuệ Sỹ, Những điệp khúc cho dương cầm – Refrains pour piano, NXB Phương Đông, 2009",https://www.thivien.net/Tu%E1%BB%87-S%E1%BB%B9/18/poem-vvXMqDr3PYay-7iOBtJn6A
24,#7,"Chung trà đã lịm khói
Hàng chữ vẫn nối dài
Thế sự chùm hoa dại
Ủ mờ con mắt cay.","Nguồn: Tuệ Sỹ, Những điệp khúc cho dương cầm – Refrains pour piano, NXB Phương Đông, 2009",https://www.thivien.net/Tu%E1%BB%87-S%E1%BB%B9/7/poem-IeN7OAC2iSw_jmEooFXqag
25,01,"Sợi tóc cứ gầy đi
Qua những đêm khó ngủ",,https://www.thivien.net/Nguy%E1%BB%85n-Ng%E1%BB%8Dc-O%C3%A1nh/01/poem-Yo9aQueuAwgpnUbh6JBDZg
26,01,"Thoáng bút mực lặng thinh
Khơi vơi một thoáng tình
Thoáng mai bên thoáng nguyệt
Ơi tao ngộ thoáng mình","12.05.09

Nguồn: Một thoáng (thơ), Trụ Vũ, NXB Tôn giáo, 2009",https://www.thivien.net/Tr%E1%BB%A5-V%C5%A9/01/poem-k6MlVSOJZfPvxk-XTGJRvA
27,02,"Hỏi thử kiếp con người
Đã có mấy khi vui
Hoá ra trong nhịp võng
Đã thoáng câu trả lời","12.05.09

Nguồn: Một thoáng (thơ), Trụ Vũ, NXB Tôn giáo, 2009",https://www.thivien.net/Tr%E1%BB%A5-V%C5%A9/02/poem-R6sl-3JechljkOwJAS-B6A
28,03,"Mỗi giữa cõi thơ này
Mới có thoáng mây bay
Mới có thoáng trăng tỏ
Thoáng sum nọ - thoáng vầy","12.05.09

Nguồn: Một thoáng (thơ), Trụ Vũ, NXB Tôn giáo, 2009",https://www.thivien.net/Tr%E1%BB%A5-V%C5%A9/03/poem--YQuw954NnLednV2Ly9L0A
29,04,"Nước mắt tuôn trong veo
Hỏi rằng nguồn có sạch",,https://www.thivien.net/Nguy%E1%BB%85n-Ng%E1%BB%8Dc-O%C3%A1nh/04/poem-ZgrSZWo9YOJWMtCHbMJWRg
30,04,"Một thoáng hạnh phương tâm
Cát lỡ thương bụi lầm
Có điều, trong bảng lảng
Hằng tủm tỉm Thương Sâm","12.05.09

Nguồn: Một thoáng (thơ), Trụ Vũ, NXB Tôn giáo, 2009",https://www.thivien.net/Tr%E1%BB%A5-V%C5%A9/04/poem-2HO2beb_29gEl-BaRt4JHQ
31,05,"Một thoáng tiết Thanh minh
Thoáng ta gặp thoáng mình
Thoáng Kim bên thoáng Đạm
Đẹp thoáng Kiều ba sinh","12.05.09

Nguồn: Một thoáng (thơ), Trụ Vũ, NXB Tôn giáo, 2009",https://www.thivien.net/Tr%E1%BB%A5-V%C5%A9/05/poem-KiIgsPtde53uZhnUDrL2QA
32,06,"Thoáng qua rồi thoáng lại
Từng thoáng thoáng xuân thu
“Động khẩu ưng trường tại”
Ồ: bướm bướm ngao du","12.05.09

Nguồn: Một thoáng (thơ), Trụ Vũ, NXB Tôn giáo, 2009",https://www.thivien.net/Tr%E1%BB%A5-V%C5%A9/06/poem-yUg0_ceg0_KgeImeC7x_HQ
33,07,"Mặt phẳng ánh sáng ở
Hang hốc - bóng tối về",,https://www.thivien.net/Nguy%E1%BB%85n-Ng%E1%BB%8Dc-O%C3%A1nh/07/poem-z-QI3E0lym6tRiY3DTAGMw
34,07,"Cứ từng từng thoáng một
Ơi con chim ột rột
Cứ từng từng thoáng đôi
Ơi ngôi chùa Một Cột","12.05.09

Nguồn: Một thoáng (thơ), Trụ Vũ, NXB Tôn giáo, 2009",https://www.thivien.net/Tr%E1%BB%A5-V%C5%A9/07/poem-ysdNbjOkQSLNgRciI61Z9g
35,08,"Nhịp võng lại rồi qua
Vì thơ A di đà
Vãng sanh, lại hồi nhập
Thoáng thoáng Mạn đà la","12.05.09

Nguồn: Một thoáng (thơ), Trụ Vũ, NXB Tôn giáo, 2009",https://www.thivien.net/Tr%E1%BB%A5-V%C5%A9/08/poem-DFRWJMKZzQvCh5PdgrhdgQ
36,09,"Gió về, cây vật vã
Em đi, anh lạc đường",,https://www.thivien.net/Nguy%E1%BB%85n-Ng%E1%BB%8Dc-O%C3%A1nh/09/poem-bhaOCpA37q6AXX3W9-picw
37,09,"Một thoáng sát na ơi
Trong em thoáng nụ cười
Trong anh thoáng hạt lệ
Long lanh chín dặm trời","12.05.09

Nguồn: Một thoáng (thơ), Trụ Vũ, NXB Tôn giáo, 2009",https://www.thivien.net/Tr%E1%BB%A5-V%C5%A9/09/poem-ewAuwwBn8rjSiTjCwpEZIA
38,1,"Cùng quây quần lại đây
Nào các em miền xuôi
Nào các em miền ngược
Nghe anh kể chuyện này
Chuyện tổ tiên dựng nước

Có em nào biết được
Vì sao trên đất này
Rừng hoang thành biển lúa
Vàng tít tắp hôm nay?
Bãi lầy thành đồng muối
Trắng xoá tận chân mây?

Có em nào biết được
Trải bao đời dựng xây
Bao lớp người thuở trước
Cùng góp sức chung tay?
Chuyện kể dài đấy nhé
Thôi, ta bắt đầu ngay!","Nguồn: Vua Rồng xứ Lạc (truyện thơ), Nguyễn Bao, NXB Kim đồng, 1968",https://www.thivien.net/Nguy%E1%BB%85n-Bao/1/poem-8_2gKKpSxKu4ObM44GiyQw
39,10,"Run run ve lột xác
Màu nhạc mới cựa mình",,https://www.thivien.net/Nguy%E1%BB%85n-Ng%E1%BB%8Dc-O%C3%A1nh/10/poem-Q44Pi0kZz9OJQKTv-BMxBA
40,10,"Một thoáng - là không thực
Do thế - tròn cung bực
Cấi một thoáng vô cùng
Ấm mười phương Tứ Đức","12.05.09

Nguồn: Một thoáng (thơ), Trụ Vũ, NXB Tôn giáo, 2009",https://www.thivien.net/Tr%E1%BB%A5-V%C5%A9/10/poem-DoTGn2PssAgZSvO9pURoTw
41,106-110,"106
Tình nhân nửa cánh hoa mai
Gió mang theo đến bên đài vọng lâu
Lệ xanh giổ giấc đêm thâu
Hoa mai còn đó người đâu chẳng về

107
Chiều tà tuyết rãi bên sông
Thuyền ai đứng ngóng đợi chờ trăng lên
Lệ xanh giỏ chút sầu riêng
Ếch kêu vẳng tiếng nửa miền hư không

108
Chiều tà gió thổi nửa cành mai
Bóng quạ bên sương thả chiếc hài
Lệ đổ rêu xanh dày cỏ mọc
Hài nằm chờ mãi bước chân ai

109
Gió tạc thổi sầu bay tám hướng
Ướp sầu bằng nửa cánh hoa mai
Lệ ai xanh ướt trang đài
Thuyền quyên đứng lặng xiêm dài áo bay

110
Thu tàn trong lá cây
Đời tàn trong ngõ hẹp
Tình tàn theo gió mây xanh
Đêm tàn cô quạnh bên mành lệ rơi",,https://www.thivien.net/H%C3%A0-V%C4%83n-K%E1%BB%B3/106-110/poem-HLXqsf1hkTgjxOJrvdzlew
42,12,"Rễ kiếm sống âm thầm
Ngọn cây đầm sương giá",,https://www.thivien.net/Nguy%E1%BB%85n-Ng%E1%BB%8Dc-O%C3%A1nh/12/poem-EXkpxdCUnPllfboON3T-gw
43,126-130,"126
Niềm vui đứt nửa vầng mây
Cơn sầu đứt nửa chim gầy rạc hoa
Lệ rơi từng hạt châu sa
Xanh rơi từng mảnh trăng tà gió lay

12
Ếch nhảy bờ nước lạnh
Thuyền chìm giữa sông xanh
Lệ không rơi hạt đọng khô
Chim buồn ngóng mãi xa bờ nước trôi

128
Đời reo ngàn dặm nẻo đường
Ta lo tìm mãi một đường để đi
Lệ vùi trong đám cỏ thi
Lá xanh ngủ giấc xuân thì bỏ quên

129
Mang vạn cổ sầu hoa tuyết bay
Xanh tay rót chén nửa vầng mây
Nhật nguyệt đâu rồi ai có biết
Lệ đổ chân trời dế ngủ say

130
Thiên cổ mênh mang sầu tri kỹ
Ngàn đời gió vẫn thổi vườn khuya
Lệ mãi xanh rêu dài chiếc bóng
Trăng tà rải mãi bóng cô liêu",,https://www.thivien.net/H%C3%A0-V%C4%83n-K%E1%BB%B3/126-130/poem-rQxj6Q_zoFiQNqS_gfouNw
44,13,"Tha hương giữa làng xóm
Đơn côi ngay nhà mình",,https://www.thivien.net/Nguy%E1%BB%85n-Ng%E1%BB%8Dc-O%C3%A1nh/13/poem-AkIES4QkWXAZE9ywNZrmFg
45,14,"Sân thượng khóm hồng nở
Lưng trời trăng toả hương",,https://www.thivien.net/Nguy%E1%BB%85n-Ng%E1%BB%8Dc-O%C3%A1nh/14/poem-qs4oLi6iZo65_KCutxJR-w
46,15,"Mái gà vừa đẻ trứng
Tiếng cục tác lăn tròn",,https://www.thivien.net/Nguy%E1%BB%85n-Ng%E1%BB%8Dc-O%C3%A1nh/15/poem-MY7_YuTVJB2yuG3L1ZiEUg
47,18,"Ngọn gió cần bầu trời
Con dơi mong bóng tối",,https://www.thivien.net/Nguy%E1%BB%85n-Ng%E1%BB%8Dc-O%C3%A1nh/18/poem-663XYZnrZFusWXUJyBEHfg
48,18,"Đám cháy ở sau lưng
ở trước mặt
Than ôi mày chạy đâu
Dưới vòm trời quen thuộc
Đốt bao nhiêu cỏ mật
Không bay mùi thơm tho
Càng hun càng đỏ mắt
Quay về thung lũng cò.","Những tác phẩm Hương cỏ mật, Vòm trời quen thuộc, Đám cháy trước mặt của nhà văn Đỗ Chu.",https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/18/poem-6zXEkwLWFaquCeSg_5Gspw
49,2,"Tự ngày xửa ngày xưa
Hàng mấy ngàn năm trước
Có vị thần làm vua
Đứng đầu trong xứ Lạc

Dưới một vầng trán cao
Chếch đôi mày lưỡi mác
Có cả hai ngôi sao
Toả sáng từ đáy mắt

Mỗi bước chân rẽ nước
Chói một vòng hào quang
Lấp lánh trên áo giáp
Những vẩy bạc, vẩy vàng

Thấy vua có mình rồng
Lại tài đi dưới nước
Dân gọi ""Lạc Long Quân""
(Hay Vua Rồng xứ Lạc)","Nguồn: Vua Rồng xứ Lạc (truyện thơ), Nguyễn Bao, NXB Kim đồng, 1968",https://www.thivien.net/Nguy%E1%BB%85n-Bao/2/poem-byePEmZ2L0hgEjQO1qx_hg
50,3,"Lòng vua rất thương dân
Làm ăn bao vất vả:
Núi cao đầy thú rừng
Biển sâu trào sóng cả!

Người bắt ốc ven sông
Kẻ vào rừng đào củ
Chênh vênh những nhà sàn
Đêm nghe gầm tiếng hổ

Ăn quả rừng thay cơm
Bột báng hoà nấu cháo
Bện cỏ làm chiếu chăn
Tước vỏ cây dệt áo

Rừng núi dày lau sậy
Cỏ mọc kín đồi nương
Thác lũ tràn cuốn chảy
Bùn ngập những bãi hoang...

Vua nghĩ ngợi bao ngày
Thương nhân dân nghèo đói
Nào phải xứ Lạc này
Đất nuôi người không nổi!

- Nhưng vì đâu, vì đâu
Dân ta còn chịu khổ?
Câu hỏi xoáy trong đầu
Bao đêm dài không ngủ

Thế rồi một buổi sáng
Ngựa đã thắng yên cương
Thăm nhân dân sinh sống
Vua cùng quân lên đường","Nguồn: Vua Rồng xứ Lạc (truyện thơ), Nguyễn Bao, NXB Kim đồng, 1968",https://www.thivien.net/Nguy%E1%BB%85n-Bao/3/poem-3nq6xlPnw-kZo5LfF_ET_Q
51,37,"Mùa thu chỉ có lá
Em không nghe rừng thu
Rừng mưa to gió cả
Em thích nghe mùa xuân
Con nai vàng ngơ ngác
Nó ca bài cải lương.",Hai câu “Em không nghe mùa thu” và “Con nai vàng ngơ ngác” trong bài thơ Tiếng thu của Lưu Trọng Lư.,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/37/poem-gpt5Oj2aIR64mqtulAy9yg
52,376,"Hoa đẹp vì sẽ tàn
Tình đẹp vì sẽ tan
Lệ xanh rơi từng đoạn
Đời đẹp những trái ngang",,https://www.thivien.net/H%C3%A0-V%C4%83n-K%E1%BB%B3/376/poem-MsIVMHOCCagfVDZqR1dpyw
53,38,"Một
Cuộc chiến tranh đi qua
Rồi trở lại ngôi nhà
Đốt lên ngọn lửa ấm
Ngủ ngon a kai ơi
Ngủ ngon a kai à...",Tác phẩm Mặt đường khát vọng của nhà thơ Nguyễn Khoa Điềm,https://www.thivien.net/Xu%C3%A2n-S%C3%A1ch/38/poem-wiIt2mvpmjf0G-oL7NnQsA
